metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_req_sending,1694802466,0.057541,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_waiting,1694802466,5.342406,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_receiving,1694802466,0.139622,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_failed,1694802466,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
vus,1694802467,1.000000,,,,,,,,,,,,,,,,
vus_max,1694802467,1.000000,,,,,,,,,,,,,,,,
data_sent,1694802467,86.000000,,,,,,,,,default,,,,,,,
data_received,1694802467,435.000000,,,,,,,,,default,,,,,,,
iteration_duration,1694802467,1005.894147,,,,,,,,,default,,,,,,,
iterations,1694802467,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1694802467,1.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_duration,1694802467,5.060888,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_blocked,1694802467,0.035607,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_connecting,1694802467,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_tls_handshaking,1694802467,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_sending,1694802467,0.054288,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_waiting,1694802467,4.743674,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_receiving,1694802467,0.262926,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_failed,1694802467,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
vus,1694802468,1.000000,,,,,,,,,,,,,,,,
vus_max,1694802468,1.000000,,,,,,,,,,,,,,,,
data_sent,1694802468,86.000000,,,,,,,,,default,,,,,,,
data_received,1694802468,435.000000,,,,,,,,,default,,,,,,,
iteration_duration,1694802468,1006.438425,,,,,,,,,default,,,,,,,
iterations,1694802468,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1694802468,1.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_duration,1694802468,5.611969,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_blocked,1694802468,0.010515,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_connecting,1694802468,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_tls_handshaking,1694802468,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_sending,1694802468,0.057628,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_waiting,1694802468,5.391592,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_receiving,1694802468,0.162749,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_failed,1694802468,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
vus,1694802469,1.000000,,,,,,,,,,,,,,,,
vus_max,1694802469,1.000000,,,,,,,,,,,,,,,,
data_sent,1694802469,86.000000,,,,,,,,,default,,,,,,,
data_received,1694802469,435.000000,,,,,,,,,default,,,,,,,
iteration_duration,1694802469,1006.076781,,,,,,,,,default,,,,,,,
iterations,1694802469,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1694802469,1.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_duration,1694802469,4.302236,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_blocked,1694802469,0.008774,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_connecting,1694802469,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_tls_handshaking,1694802469,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_sending,1694802469,0.061392,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_waiting,1694802469,4.089909,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_receiving,1694802469,0.150935,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_failed,1694802469,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
vus,1694802470,1.000000,,,,,,,,,,,,,,,,
vus_max,1694802470,1.000000,,,,,,,,,,,,,,,,
data_sent,1694802470,86.000000,,,,,,,,,default,,,,,,,
data_received,1694802470,435.000000,,,,,,,,,default,,,,,,,
iteration_duration,1694802470,1005.086161,,,,,,,,,default,,,,,,,
iterations,1694802470,1.000000,,,,,,,,,default,,,,,,,
http_reqs,1694802470,1.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_duration,1694802470,6.043949,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_blocked,1694802470,0.011641,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
http_req_connecting,1694802470,0.000000,,,,true,,GET,http://localhost:3000/member,HTTP/1.1,default,,200,,,http://localhost:3000/member,,
